respondent_id,age,gender,country,education_level,industry,job_role,years_in_role,company_size,digital_adoption_score,ai_usage_frequency,growth_mindset_score,limiting_beliefs_score,change_resistance_level,training_hours_last_year,leadership_score,team_openness_score,recent_failed_initiatives,positive_feedback_percent,retention_intent,survey_date
1570,43,Other,India,Master's,Government,Manager,2,1001+,57.13,Never,58.88,33.0,Low,19,64.2,72.45,0,61.66,Likely,2024-10-04 04:47:08.279077
1571,31,Male,India,Bachelor's,Retail,Executive,3,51-200,59.25,Daily,84.09,15.79,Low,27,55.56,43.21,0,62.76,Likely,2025-03-01 04:47:08.279077
1572,37,Female,Brazil,High School,Manufacturing,HR,0,201-1000,61.08,Rarely,65.82,22.89,Low,16,50.34,52.46,0,68.82,Likely,2025-01-31 04:47:08.279077
1573,34,Female,Australia,Bachelor's,Media,Staff,3,51-200,71.2,Occasionally,76.47,31.93,Low,9,57.34,26.29,1,65.77,Likely,2025-07-09 04:47:08.279077
1574,35,Male,UK,Master's,IT,Staff,8,51-200,45.07,Daily,61.8,36.38,Medium,9,43.68,41.8,3,50.93,Likely,2025-03-07 04:47:08.279077
1575,46,Female,Germany,High School,Education,Technical Specialist,3,201-1000,72.52,Rarely,37.64,64.14,Medium,6,0.0,40.15,0,0.0,Very Unlikely,2024-08-29 04:47:08.279077
1576,27,Female,UK,Bachelor's,IT,Technical Specialist,3,51-200,51.39,Rarely,74.31,29.66,Low,8,49.95,58.98,1,57.61,Likely,2024-12-28 04:47:08.279077
1577,44,Male,India,Bachelor's,Energy,Manager,6,51-200,61.18,Never,66.28,40.07,Medium,24,54.53,21.24,1,61.68,Likely,2025-06-06 04:47:08.279077
1578,36,Female,UK,High School,IT,Staff,5,51-200,77.79,Often,78.33,18.68,Low,3,47.66,64.41,0,50.62,Likely,2025-01-09 04:47:08.279077
1579,48,Female,USA,Bachelor's,Retail,Technical Specialist,7,51-200,95.68,Occasionally,57.02,40.56,Medium,9,70.78,67.96,1,82.91,Very Likely,2025-01-30 04:47:08.279077
1580,27,Female,France,Bachelor's,Retail,Manager,3,1001+,84.75,Never,58.83,49.03,Medium,22,87.24,92.73,0,77.97,Very Likely,2024-09-25 04:47:08.279077
1581,34,Female,Australia,Bachelor's,Government,Manager,5,1-50,59.45,Often,64.85,30.85,Low,27,66.23,70.8,3,68.01,Likely,2025-05-25 04:47:08.279077
1582,46,Male,Germany,Master's,Energy,Staff,3,1001+,60.47,Rarely,61.36,26.43,Low,4,100.0,90.96,0,70.19,Likely,2025-04-19 04:47:08.279077
1583,26,Male,Australia,PhD,Media,Staff,6,201-1000,39.64,Never,48.84,58.87,Medium,11,31.34,30.36,0,51.45,Likely,2024-11-19 04:47:08.279077
1584,22,Male,Brazil,Bachelor's,Retail,Technical Specialist,7,51-200,51.57,Occasionally,47.19,55.82,Medium,12,67.49,27.57,0,52.31,Likely,2024-10-21 04:47:08.279077
1585,48,Male,UK,Bachelor's,Finance,Staff,0,1-50,67.8,Often,46.11,68.09,High,15,47.03,25.87,1,52.48,Likely,2025-07-05 04:47:08.279077
1586,43,Male,UK,Bachelor's,Manufacturing,Staff,5,1-50,80.18,Often,86.46,15.28,Low,10,24.77,20.7,0,36.6,Unlikely,2025-04-06 04:47:08.279077
1587,22,Female,Germany,Bachelor's,Media,Manager,3,201-1000,16.74,Occasionally,54.61,44.44,Medium,25,65.47,72.04,0,46.02,Unlikely,2024-11-25 04:47:08.279077
1588,39,Female,Germany,High School,Finance,Manager,5,1-50,49.46,Daily,34.71,65.15,Medium,20,25.22,36.95,0,34.91,Unlikely,2024-09-27 04:47:08.279077
1589,34,Female,USA,High School,Government,Staff,6,51-200,53.9,Daily,97.32,13.84,Low,8,73.36,54.55,0,77.05,Very Likely,2025-01-29 04:47:08.279077
1590,44,Female,Canada,Master's,Manufacturing,HR,3,1-50,66.64,Never,92.71,0.0,Low,9,39.62,27.6,1,58.69,Likely,2025-05-14 04:47:08.279077
1591,49,Female,Japan,High School,Energy,Technical Specialist,4,1-50,83.76,Never,90.51,9.19,Low,9,20.24,30.89,4,48.23,Unlikely,2025-02-07 04:47:08.279077
1592,33,Female,Brazil,Bachelor's,Retail,HR,4,1001+,34.91,Occasionally,66.91,45.72,Medium,3,20.01,13.45,2,55.4,Likely,2024-09-30 04:47:08.279077
1593,26,Female,UK,Bachelor's,IT,Staff,5,51-200,56.15,Occasionally,79.51,18.0,Low,11,72.87,49.23,0,73.57,Likely,2024-12-23 04:47:08.279077
1594,36,Male,Germany,High School,Consulting,Manager,2,1-50,40.87,Never,64.67,42.94,Medium,21,54.07,47.39,0,60.68,Likely,2025-05-23 04:47:08.279077
1595,39,Female,Germany,Master's,Retail,Executive,4,1-50,50.36,Rarely,67.43,36.45,Medium,28,100.0,100.0,0,90.5,Very Likely,2024-11-26 04:47:08.279077
1596,55,Female,France,Master's,Government,HR,4,1001+,88.27,Occasionally,54.82,42.69,Medium,10,54.58,34.32,1,55.97,Likely,2025-03-10 04:47:08.279077
1597,28,Male,Brazil,Bachelor's,Retail,Staff,2,1-50,63.21,Rarely,61.02,34.87,Medium,9,31.54,53.45,0,31.48,Unlikely,2025-05-17 04:47:08.279077
1598,57,Female,Japan,Master's,Government,HR,4,1-50,46.76,Rarely,67.26,28.11,Low,6,30.12,33.39,0,32.55,Unlikely,2025-06-17 04:47:08.279077
1599,41,Female,France,High School,Education,Technical Specialist,4,1-50,52.77,Often,89.09,17.57,Low,12,49.59,55.79,3,73.54,Likely,2025-06-13 04:47:08.279077
1600,21,Male,India,Master's,Healthcare,Technical Specialist,4,51-200,47.02,Never,49.32,53.06,Medium,9,76.75,51.54,0,60.16,Likely,2025-07-14 04:47:08.279077
1601,43,Female,Brazil,Bachelor's,Retail,Manager,4,201-1000,59.98,Often,70.05,30.41,Low,23,44.56,75.62,1,40.3,Unlikely,2025-06-28 04:47:08.279077
1602,27,Male,Brazil,Bachelor's,Energy,Staff,6,51-200,49.83,Never,69.09,34.97,Medium,9,57.2,47.96,1,62.12,Likely,2025-05-15 04:47:08.279077
1603,30,Male,India,High School,Media,Technical Specialist,4,51-200,82.01,Never,73.47,27.31,Low,8,49.7,54.98,0,51.68,Likely,2024-08-16 04:47:08.279077
1604,32,Other,Australia,Bachelor's,Retail,Staff,3,201-1000,53.97,Occasionally,37.03,49.32,Medium,12,38.77,51.06,1,45.34,Unlikely,2025-06-10 04:47:08.279077
1605,36,Female,South Africa,PhD,Media,Technical Specialist,2,51-200,62.44,Never,42.37,61.59,Medium,9,47.26,41.64,1,55.4,Likely,2025-07-05 04:47:08.279077
1606,27,Female,USA,Bachelor's,Finance,Operations,2,51-200,61.92,Rarely,52.24,63.98,Medium,10,46.2,30.33,0,64.51,Likely,2025-07-24 04:47:08.279077
1607,40,Female,France,Bachelor's,IT,Executive,6,1001+,54.11,Rarely,74.15,23.67,Low,25,62.38,58.66,1,88.87,Very Likely,2024-12-17 04:47:08.279077
1608,37,Male,South Africa,PhD,Manufacturing,Staff,4,1001+,49.34,Rarely,75.55,35.39,Medium,9,44.69,29.48,1,64.02,Likely,2024-08-17 04:47:08.279077
1609,49,Female,India,Bachelor's,Education,Technical Specialist,5,201-1000,67.82,Never,61.58,28.38,Low,12,38.25,35.97,0,40.08,Unlikely,2024-11-03 04:47:08.279077
1610,37,Female,Germany,Bachelor's,Energy,Technical Specialist,4,201-1000,62.3,Often,57.79,33.52,Medium,6,46.28,57.13,3,46.46,Unlikely,2024-12-20 04:47:08.279077
1611,50,Other,France,Master's,Government,Staff,1,1-50,68.47,Occasionally,56.73,56.42,Medium,7,45.47,15.13,1,49.97,Unlikely,2025-07-28 04:47:08.279077
1612,57,Male,South Africa,PhD,Consulting,Technical Specialist,2,1-50,10.45,Often,70.13,32.06,Low,9,28.89,37.78,0,61.22,Likely,2025-01-08 04:47:08.279077
1613,51,Female,Japan,Bachelor's,IT,Staff,3,1-50,35.27,Occasionally,69.05,35.39,Medium,10,30.4,29.89,2,54.78,Likely,2025-01-23 04:47:08.279077
1614,30,Female,USA,Bachelor's,Retail,Staff,4,201-1000,49.51,Never,44.56,40.38,Medium,11,48.56,56.33,0,50.07,Likely,2025-01-29 04:47:08.279077
1615,44,Female,Japan,PhD,IT,Manager,8,1-50,45.57,Daily,40.84,70.97,High,19,84.26,92.55,0,70.58,Likely,2024-08-06 04:47:08.279077
1616,52,Female,Germany,High School,Consulting,Staff,5,1-50,44.12,Never,63.82,25.42,Low,11,95.6,100.0,2,80.39,Very Likely,2024-11-03 04:47:08.279077
1617,57,Male,Australia,High School,IT,Operations,7,51-200,49.02,Never,55.57,40.5,Medium,12,25.96,60.35,1,32.43,Unlikely,2024-10-15 04:47:08.279077
1618,60,Other,Brazil,Bachelor's,Manufacturing,HR,4,51-200,24.02,Rarely,81.93,14.09,Low,6,44.5,40.77,1,49.44,Unlikely,2025-05-19 04:47:08.279077
1619,27,Female,India,Bachelor's,Healthcare,Staff,3,1-50,63.22,Occasionally,63.82,35.88,Medium,8,32.91,40.76,0,25.0,Very Unlikely,2025-07-05 04:47:08.279077
1620,30,Male,France,Bachelor's,Finance,HR,6,201-1000,47.16,Rarely,83.67,16.52,Low,5,52.28,29.68,0,55.33,Likely,2025-02-24 04:47:08.279077
1621,41,Female,Canada,Master's,Consulting,Manager,3,51-200,53.58,Occasionally,67.69,27.89,Low,21,77.02,90.9,0,61.16,Likely,2024-09-07 04:47:08.279077
1622,43,Female,Japan,High School,Retail,Manager,3,51-200,61.93,Occasionally,81.44,24.0,Low,26,58.37,62.79,0,68.9,Likely,2024-10-14 04:47:08.279077
1623,60,Male,Australia,Master's,Manufacturing,HR,3,1-50,78.95,Occasionally,100.0,6.89,Low,7,31.18,19.21,0,60.31,Likely,2025-06-23 04:47:08.279077
1624,36,Female,France,Bachelor's,Healthcare,Staff,5,1-50,48.6,Never,82.08,2.76,Low,10,61.83,39.77,2,57.09,Likely,2024-08-18 04:47:08.279077
1625,31,Male,Australia,Bachelor's,Retail,Staff,1,201-1000,69.68,Daily,67.03,47.01,Medium,8,76.56,64.82,3,82.56,Very Likely,2024-09-18 04:47:08.279077
1626,51,Male,Brazil,Bachelor's,Retail,HR,6,201-1000,55.21,Rarely,68.37,23.99,Low,12,28.18,18.59,0,46.51,Unlikely,2025-05-01 04:47:08.279077
1627,34,Female,Australia,Master's,Education,Staff,4,201-1000,43.39,Often,51.2,48.74,Medium,10,58.19,58.41,0,63.06,Likely,2024-11-21 04:47:08.279077
1628,35,Male,France,High School,Healthcare,Staff,5,1-50,64.83,Never,75.1,25.93,Low,4,90.97,88.73,0,83.34,Very Likely,2025-02-11 04:47:08.279077
1629,41,Male,Brazil,High School,Energy,Manager,0,51-200,63.95,Often,67.43,21.43,Low,21,86.81,88.83,0,89.23,Very Likely,2025-03-05 04:47:08.279077
1630,47,Male,USA,Other,Media,Operations,5,1001+,59.94,Occasionally,73.27,30.43,Low,11,23.32,38.34,1,53.73,Likely,2025-03-23 04:47:08.279077
1631,39,Male,South Africa,Other,Retail,Operations,1,201-1000,57.18,Never,81.64,23.43,Low,7,24.43,29.73,0,51.65,Likely,2025-01-24 04:47:08.279077
1632,52,Female,Canada,Bachelor's,Education,Manager,4,201-1000,50.69,Never,58.04,39.45,Medium,20,53.26,53.98,0,55.6,Likely,2024-10-22 04:47:08.279077
1633,29,Female,Australia,High School,Government,HR,5,1-50,61.6,Rarely,69.53,21.85,Low,6,65.09,80.66,0,60.57,Likely,2025-02-08 04:47:08.279077
1634,59,Other,USA,Bachelor's,IT,Technical Specialist,5,51-200,59.1,Rarely,59.53,40.57,Medium,10,49.24,79.42,0,33.88,Unlikely,2025-01-09 04:47:08.279077
1635,51,Female,Canada,Bachelor's,Government,Manager,6,1001+,57.03,Daily,62.74,40.27,Medium,18,73.67,61.2,0,67.72,Likely,2025-01-16 04:47:08.279077
1636,52,Male,Australia,PhD,IT,Executive,5,1-50,59.69,Occasionally,61.66,34.34,Medium,24,71.42,63.96,4,60.61,Likely,2025-05-20 04:47:08.279077
1637,21,Female,France,Bachelor's,Media,Executive,3,201-1000,30.75,Rarely,54.01,54.35,Medium,21,100.0,100.0,0,90.5,Very Likely,2025-06-04 04:47:08.279077
1638,52,Female,Australia,High School,Retail,Executive,8,1-50,70.6,Often,66.86,21.25,Low,29,78.83,86.37,1,90.31,Very Likely,2024-09-15 04:47:08.279077
1639,52,Female,Canada,Bachelor's,Government,Staff,4,1-50,49.89,Occasionally,44.28,53.11,Medium,9,50.43,56.54,2,45.52,Unlikely,2024-08-29 04:47:08.279077
1640,60,Female,France,Bachelor's,Government,Staff,7,1-50,66.39,Occasionally,96.17,15.94,Low,5,66.77,51.2,1,69.49,Likely,2024-10-21 04:47:08.279077
1641,32,Female,South Africa,Master's,IT,Operations,7,1-50,49.15,Never,39.74,58.02,Medium,11,60.42,60.98,3,64.8,Likely,2024-10-22 04:47:08.279077
1642,49,Female,India,Master's,Finance,Manager,2,201-1000,80.83,Never,61.95,37.39,Medium,25,32.77,37.73,1,50.27,Likely,2025-06-15 04:47:08.279077
1643,52,Male,Australia,Bachelor's,Energy,Technical Specialist,2,201-1000,59.86,Never,96.82,0.0,Low,6,42.15,50.19,1,74.97,Likely,2024-08-28 04:47:08.279077
1644,32,Female,Germany,High School,Healthcare,Staff,5,51-200,63.45,Rarely,80.62,22.32,Low,7,6.89,24.62,0,46.91,Unlikely,2025-07-14 04:47:08.279077
1645,45,Male,India,Bachelor's,Consulting,Executive,2,201-1000,40.68,Daily,82.84,18.6,Low,26,64.87,91.35,5,87.34,Very Likely,2024-09-13 04:47:08.279077
1646,41,Male,Japan,Bachelor's,Media,HR,5,1-50,41.34,Rarely,64.51,37.03,Medium,5,30.96,17.29,0,55.55,Likely,2024-12-20 04:47:08.279077
1647,58,Male,France,Bachelor's,Consulting,Staff,5,1-50,72.36,Never,62.13,31.79,Low,13,50.28,42.91,0,53.21,Likely,2025-03-17 04:47:08.279077
1648,21,Male,UK,PhD,Retail,HR,3,51-200,67.88,Often,66.99,32.18,Low,7,61.06,62.29,1,58.34,Likely,2025-07-07 04:47:08.279077
1649,57,Male,France,Bachelor's,Finance,HR,1,1-50,70.78,Often,51.6,52.52,Medium,12,59.16,68.9,0,55.01,Likely,2025-03-08 04:47:08.279077
1650,58,Male,Australia,High School,Finance,Technical Specialist,2,201-1000,61.02,Rarely,44.57,54.32,Medium,7,1.96,0.44,1,30.23,Unlikely,2025-04-08 04:47:08.279077
1651,45,Female,France,Bachelor's,Energy,Executive,2,1-50,32.52,Often,65.15,38.87,Medium,20,54.09,25.96,1,50.6,Likely,2025-06-09 04:47:08.279077
1652,34,Female,Canada,High School,Government,Operations,2,1-50,57.82,Never,44.29,55.28,Medium,9,64.77,77.59,1,55.84,Likely,2025-03-17 04:47:08.279077
1653,53,Prefer not to say,South Africa,High School,Media,Manager,8,1001+,71.94,Occasionally,65.13,37.02,Medium,21,37.25,48.67,3,44.95,Unlikely,2025-03-03 04:47:08.279077
1654,59,Male,Brazil,Master's,Retail,HR,1,1001+,74.66,Occasionally,44.26,63.57,Medium,8,70.08,69.79,1,45.5,Unlikely,2024-12-20 04:47:08.279077
1655,30,Female,Brazil,Bachelor's,IT,Staff,5,201-1000,51.26,Occasionally,81.69,18.21,Low,8,43.85,22.16,2,70.94,Likely,2024-11-21 04:47:08.279077
1656,22,Female,France,Bachelor's,Media,Staff,3,1-50,44.26,Rarely,41.83,59.71,Medium,12,54.36,47.28,1,43.83,Unlikely,2025-04-22 04:47:08.279077
1657,25,Male,France,Bachelor's,Government,Technical Specialist,3,201-1000,39.29,Occasionally,86.69,22.07,Low,14,39.1,56.76,3,70.89,Likely,2024-09-30 04:47:08.279077
1658,28,Female,South Africa,Bachelor's,Healthcare,Staff,7,1-50,50.21,Rarely,63.64,28.79,Low,19,58.14,77.92,1,48.74,Unlikely,2025-01-26 04:47:08.279077
1659,25,Female,Brazil,High School,Finance,Technical Specialist,3,1-50,59.29,Rarely,48.7,53.73,Medium,6,59.61,52.39,0,47.33,Unlikely,2025-03-11 04:47:08.279077
1660,28,Male,USA,Bachelor's,Healthcare,Staff,5,1-50,73.79,Often,50.11,57.45,Medium,7,25.75,24.23,1,55.54,Likely,2024-09-28 04:47:08.279077
1661,58,Female,Australia,Master's,Finance,Staff,9,201-1000,60.12,Rarely,56.75,56.65,Medium,8,74.09,90.09,0,65.95,Likely,2024-12-26 04:47:08.279077
1662,50,Female,India,Master's,Energy,Staff,3,1-50,74.96,Rarely,71.43,25.6,Low,9,38.33,7.05,2,44.53,Unlikely,2025-07-16 04:47:08.279077
1663,51,Male,USA,Other,Finance,Staff,5,201-1000,28.93,Occasionally,67.18,42.73,Medium,10,56.2,66.39,0,69.28,Likely,2025-07-16 04:47:08.279077
1664,60,Male,South Africa,Bachelor's,Manufacturing,Staff,2,1-50,55.17,Rarely,61.47,28.69,Low,13,62.41,67.81,0,47.1,Unlikely,2025-06-02 04:47:08.279077
1665,31,Male,France,Bachelor's,Retail,Manager,2,51-200,32.91,Occasionally,45.33,64.19,Medium,19,57.95,67.43,1,51.24,Likely,2025-04-09 04:47:08.279077
1666,27,Male,Australia,Bachelor's,Healthcare,Staff,4,1-50,58.3,Occasionally,67.11,25.27,Low,12,54.25,52.0,2,55.75,Likely,2025-04-29 04:47:08.279077
1667,27,Female,Germany,High School,Media,Staff,5,1-50,42.33,Often,46.66,56.73,Medium,9,34.88,27.06,1,39.51,Unlikely,2025-07-10 04:47:08.279077
1668,47,Female,Germany,Bachelor's,Education,Staff,5,201-1000,63.55,Often,72.77,28.87,Low,10,70.56,71.77,5,71.34,Likely,2025-01-07 04:47:08.279077
1669,39,Male,Japan,Bachelor's,Education,Staff,2,201-1000,52.99,Occasionally,78.32,21.29,Low,8,42.64,40.17,2,53.47,Likely,2024-08-26 04:47:08.279077
1670,26,Female,Japan,Master's,Government,HR,10,1001+,66.83,Occasionally,76.11,27.09,Low,10,12.31,19.38,0,31.33,Unlikely,2024-11-23 04:47:08.279077
1671,30,Male,Australia,Bachelor's,Media,HR,2,51-200,35.63,Occasionally,87.64,6.12,Low,13,74.7,74.3,0,83.41,Very Likely,2025-02-21 04:47:08.279077
1672,39,Male,UK,Other,IT,Operations,6,51-200,59.52,Occasionally,46.9,46.81,Medium,19,100.0,100.0,0,89.75,Very Likely,2025-06-05 04:47:08.279077
1673,35,Male,France,Bachelor's,Media,Manager,5,201-1000,54.69,Rarely,71.48,20.78,Low,22,56.1,55.73,0,55.48,Likely,2024-08-31 04:47:08.279077
1674,23,Female,Canada,Bachelor's,Finance,Executive,7,1001+,68.08,Occasionally,90.94,6.34,Low,24,67.65,59.89,0,72.11,Likely,2024-08-06 04:47:08.279077
1675,25,Male,Germany,Master's,Healthcare,Staff,5,201-1000,61.77,Often,93.7,6.6,Low,7,18.19,13.73,5,48.44,Unlikely,2024-11-15 04:47:08.279077
1676,41,Male,France,Bachelor's,Education,HR,5,51-200,41.74,Occasionally,73.41,25.97,Low,4,36.69,39.59,1,45.31,Unlikely,2025-01-04 04:47:08.279077
1677,45,Male,France,Master's,Energy,Staff,4,51-200,45.37,Occasionally,86.3,13.31,Low,9,80.46,84.67,1,71.96,Likely,2024-11-19 04:47:08.279077
1678,22,Female,South Africa,High School,Manufacturing,Staff,2,1-50,63.51,Often,55.91,35.98,Medium,8,23.38,7.63,0,30.39,Unlikely,2024-10-12 04:47:08.279077
1679,60,Prefer not to say,Brazil,Bachelor's,Education,Technical Specialist,3,51-200,66.51,Daily,44.42,64.71,Medium,6,64.34,34.34,0,63.42,Likely,2024-12-11 04:47:08.279077
1680,33,Male,USA,High School,Energy,Technical Specialist,1,1-50,42.15,Occasionally,66.78,33.35,Medium,5,49.07,23.68,1,40.31,Unlikely,2024-12-29 04:47:08.279077
1681,30,Male,Germany,High School,Education,Technical Specialist,10,51-200,68.95,Occasionally,64.44,32.42,Low,10,66.16,71.24,0,58.06,Likely,2025-01-17 04:47:08.279077
1682,37,Female,Japan,Master's,Education,Staff,3,51-200,49.34,Occasionally,64.74,32.19,Low,7,62.82,68.27,4,80.58,Very Likely,2024-10-03 04:47:08.279077
1683,31,Female,France,Bachelor's,Energy,Staff,8,51-200,60.93,Rarely,80.98,24.18,Low,7,49.92,72.62,1,55.78,Likely,2024-08-06 04:47:08.279077
1684,42,Male,India,High School,Energy,Staff,7,51-200,72.68,Occasionally,57.0,44.47,Medium,11,98.78,88.81,2,82.26,Very Likely,2025-04-14 04:47:08.279077
1685,31,Female,USA,Master's,Energy,Staff,5,1-50,66.71,Occasionally,66.73,21.03,Low,8,57.51,39.08,0,68.22,Likely,2025-03-11 04:47:08.279077
1686,32,Female,Brazil,PhD,Education,Manager,5,51-200,52.62,Occasionally,61.41,33.55,Medium,33,42.03,70.07,0,52.38,Likely,2024-10-31 04:47:08.279077
1687,44,Male,Japan,High School,Finance,Manager,3,51-200,25.7,Never,62.67,23.25,Low,21,68.79,74.03,1,69.19,Likely,2024-10-08 04:47:08.279077
1688,38,Female,South Africa,Bachelor's,IT,Staff,5,51-200,49.32,Never,40.01,68.31,High,9,60.57,53.94,0,53.84,Likely,2025-02-13 04:47:08.279077
1689,55,Other,Germany,Master's,Energy,HR,5,1-50,50.78,Often,55.48,39.42,Medium,14,76.13,75.89,0,66.06,Likely,2025-05-02 04:47:08.279077
1690,27,Female,Australia,Master's,Consulting,Staff,2,51-200,72.71,Never,70.45,33.91,Medium,9,72.92,50.85,0,69.39,Likely,2025-07-29 04:47:08.279077
1691,48,Male,India,Other,Healthcare,HR,4,201-1000,56.91,Rarely,93.87,7.52,Low,8,83.97,61.29,1,90.77,Very Likely,2024-11-28 04:47:08.279077
1692,51,Male,Germany,Bachelor's,Government,Technical Specialist,3,1-50,53.56,Rarely,43.8,58.46,Medium,9,68.65,70.61,1,65.96,Likely,2025-04-16 04:47:08.279077
1693,37,Female,Canada,Bachelor's,Consulting,HR,6,1-50,62.42,Often,65.15,36.19,Medium,9,53.2,66.98,0,75.87,Very Likely,2025-05-16 04:47:08.279077
1694,25,Male,Brazil,High School,Retail,Manager,4,51-200,62.71,Rarely,90.42,19.84,Low,26,47.69,36.79,1,65.52,Likely,2025-07-11 04:47:08.279077
1695,37,Female,Brazil,Bachelor's,Retail,Manager,2,1-50,58.43,Occasionally,49.81,55.72,Medium,35,57.44,47.83,1,53.67,Likely,2025-01-31 04:47:08.279077
1696,38,Female,Germany,High School,Healthcare,Manager,4,51-200,79.79,Daily,62.7,39.86,Medium,32,72.41,80.6,0,98.47,Very Likely,2024-09-08 04:47:08.279077
1697,41,Female,Brazil,High School,Media,Staff,4,1-50,48.85,Daily,57.65,52.4,Medium,7,20.36,15.05,1,47.68,Unlikely,2025-02-22 04:47:08.279077
1698,56,Prefer not to say,Australia,Bachelor's,Healthcare,Staff,4,1-50,52.96,Occasionally,66.71,39.63,Medium,10,45.92,48.25,0,60.15,Likely,2024-08-24 04:47:08.279077
1699,51,Male,South Africa,High School,Education,Manager,4,201-1000,56.86,Often,64.51,30.3,Low,26,90.95,68.52,0,83.12,Very Likely,2025-03-14 04:47:08.279077
1700,60,Female,Australia,Master's,Retail,Technical Specialist,1,51-200,46.68,Never,51.0,44.1,Medium,14,33.49,51.09,1,47.09,Unlikely,2024-08-12 04:47:08.279077
1701,22,Female,Canada,Master's,IT,Staff,4,201-1000,68.18,Never,53.19,34.55,Medium,17,57.29,89.92,0,69.71,Likely,2025-03-26 04:47:08.279077
1702,47,Male,South Africa,High School,Media,Technical Specialist,3,1-50,63.61,Never,68.39,22.33,Low,10,52.54,42.01,2,56.13,Likely,2024-09-11 04:47:08.279077
1703,29,Female,UK,Master's,Government,HR,2,1001+,74.03,Often,82.42,30.0,Low,11,34.81,46.7,1,66.01,Likely,2025-01-10 04:47:08.279077
1704,54,Male,Japan,Other,IT,HR,3,51-200,54.99,Often,67.27,22.17,Low,13,34.35,31.2,1,43.52,Unlikely,2025-05-24 04:47:08.279077
1705,48,Female,Germany,Bachelor's,Retail,Staff,4,201-1000,67.22,Occasionally,76.41,21.05,Low,13,62.2,72.94,0,86.49,Very Likely,2025-03-10 04:47:08.279077
1706,34,Female,South Africa,Bachelor's,Government,Manager,3,51-200,70.85,Occasionally,66.5,45.33,Medium,36,76.97,89.59,0,77.48,Very Likely,2025-05-23 04:47:08.279077
1707,52,Male,South Africa,Bachelor's,Education,Staff,3,1-50,51.65,Rarely,65.68,37.97,Medium,5,52.27,46.76,1,41.09,Unlikely,2025-02-26 04:47:08.279077
1708,26,Female,Canada,High School,Education,Executive,7,1-50,61.97,Occasionally,51.45,65.32,Medium,21,100.0,85.38,0,67.7,Likely,2025-08-01 04:47:08.279077
1709,31,Female,Australia,Bachelor's,Government,Executive,3,51-200,80.53,Never,76.91,23.74,Low,24,71.04,55.47,4,89.87,Very Likely,2025-06-26 04:47:08.279077
1710,49,Male,Canada,High School,Healthcare,Operations,3,51-200,58.86,Occasionally,53.24,41.07,Medium,9,44.56,47.82,0,27.96,Unlikely,2025-03-04 04:47:08.279077
1711,40,Male,Australia,Bachelor's,Healthcare,Operations,3,201-1000,57.44,Occasionally,46.56,54.46,Medium,5,39.79,9.9,0,44.55,Unlikely,2024-12-29 04:47:08.279077
1712,50,Male,South Africa,Bachelor's,IT,Staff,5,201-1000,74.79,Rarely,66.48,28.64,Low,5,63.15,42.39,3,52.82,Likely,2024-09-30 04:47:08.279077
1713,43,Female,Brazil,Bachelor's,Consulting,Technical Specialist,3,1001+,75.98,Often,57.82,44.46,Medium,10,61.78,62.87,1,79.48,Very Likely,2025-02-26 04:47:08.279077
1714,39,Female,Brazil,Bachelor's,Finance,Manager,5,1-50,63.14,Occasionally,96.95,0.0,Low,22,20.01,0.0,1,48.54,Unlikely,2024-08-13 04:47:08.279077
1715,56,Female,Australia,Bachelor's,Healthcare,Staff,4,51-200,95.59,Occasionally,85.41,24.78,Low,7,49.79,68.07,3,59.35,Likely,2025-01-16 04:47:08.279077
1716,23,Female,USA,Bachelor's,Government,Technical Specialist,3,1-50,48.95,Rarely,58.6,35.72,Medium,19,48.66,27.79,0,46.23,Unlikely,2024-10-29 04:47:08.279077
1717,47,Female,USA,Bachelor's,Energy,Staff,2,201-1000,65.96,Rarely,67.16,38.43,Medium,12,44.01,46.09,1,61.07,Likely,2025-06-15 04:47:08.279077
1718,39,Male,UK,Master's,Energy,Technical Specialist,4,51-200,67.14,Often,60.61,35.02,Medium,12,76.5,48.19,0,84.67,Very Likely,2025-03-26 04:47:08.279077
